News#,Title Content,Match,Score,Polarity
857,"carolian systems sees lower fiscal 1987 profit","",0,NEUTRAL
858,"bank of france buys dollars sells yen - dealers
","",0,NEUTRAL
859,"tunisia to break ties with iran","break",-1,NEGATIVE
860,"u.s treasury's mulford reaffirms g-6 agreement","",0,NEUTRAL
861,"french free market cereal export bids detailed","free",1,POSITIVE
862,"u.s. gold eagle sales projected at 3.1 mln ounces","gold",1,POSITIVE
863,"neoax noax to sell novatronics for 20 mln dlrs","",0,NEUTRAL
864,"ponce federal bank fsb pfbs raises dividend","",0,NEUTRAL
865,"foothill group fgi sees better first quarter","better",1,POSITIVE
866,"commodore cbu in pact for computer graphics","",0,NEUTRAL
867,"bank of france buys dollars sells yen - dealers","",0,NEUTRAL
868,"standard srd referring bp bp bid to group","",0,NEUTRAL
869,"mulford sees more bank loans to debtors in 1987","",0,NEUTRAL
870,"anchor glass agls now sees higher 1st qtr net","",0,NEUTRAL
871,"macneal-schwendler corp mns raises payout","",0,NEUTRAL
872,"vishay vsh completes exchange offer","",0,NEUTRAL
873,"credit lyonnais unit has australian dollar bond","",0,NEUTRAL
874,"viacom international inc via sets quarterly","",0,NEUTRAL
875,"walt disney issues 60 mln aus dlr eurobond","issues",-1,NEGATIVE
876,"u.k. money market gets 25 mln stg late help","",0,NEUTRAL
877,"iomega iomg in supply agreement","",0,NEUTRAL
878,"libya abandons chad stronghold after defeats","defeats",1,POSITIVE
879,"roy f. weston wstna distributing statement","",0,NEUTRAL
880,"phlcorp phx has breakeven results","",0,NEUTRAL
881,"marsam pharmaceuticals inc in initial offering","",0,NEUTRAL
882,"stone container sto to redeem debt","redeem, debt",0,NEUTRAL
883,"farm credit system requests u.s. credit line","",0,NEUTRAL
884,"oakwood homes oh sells convertible debentures","",0,NEUTRAL
885,"emco sets 75 mln dlr debenture offering","",0,NEUTRAL
886,"fischer-watt to sell convertible preferred","",0,NEUTRAL
887,"foote mineral to merge into rio tinto","",0,NEUTRAL
888,"aluminium scrap recovery and usage to rise","scrap, recovery",0,NEUTRAL
889,"cross and trecker ctco buys automation unit","",0,NEUTRAL
890,"salant corp slt 1st qtr feb 28 net","",0,NEUTRAL
891,"cray cyr installs 22 mln dlr computer","",0,NEUTRAL
892,"healthmate inc hmte 4th qtr loss","loss",-1,NEGATIVE
893,"keating revises down australian growth forecast","",0,NEUTRAL
894,"vicon industries vii votes staggered board","",0,NEUTRAL
895,"french stock bill to be presented before june","",0,NEUTRAL
896,"german tax cut bill to go before cabinet april 1","",0,NEUTRAL
897,"national banc of commerce co nbcc sets payout","",0,NEUTRAL
898,"harsco corp hsc sets regular payout","",0,NEUTRAL
899,"madagascar cocoa production estimated higher","",0,NEUTRAL
900,"computer associates ca sets two for one split","split",-1,NEGATIVE
901,"swiss net capital exports rise in 1986","",0,NEUTRAL
902,"st lawrence seaway opening still march 31","",0,NEUTRAL
903,"dutch grain levy test case to start in april","",0,NEUTRAL
904,"idb approves trade project loans to members","",0,NEUTRAL
905,"z-seven fund sees higher 1987 net","",0,NEUTRAL
906,"french stock bill to be presented before june","",0,NEUTRAL
907,"jaguar offers new luxury sedan","luxury",1,POSITIVE
908,"spanish refiner plans gasoline additive plant","",0,NEUTRAL
909,"wall street stocks/u.s. oil companies","",0,NEUTRAL
910,"roy f. weston inc wstna 4th qtr net","",0,NEUTRAL
911,"mobil mob to upgrade refinery unit","",0,NEUTRAL
912,"warner-lambert wla sues mason distributors","sues",-1,NEGATIVE
913,"nova novx to get bradykinin antagonist patent","antagonist",-1,NEGATIVE
914,"blockbuster bbec to acquire licensee","blockbuster",1,POSITIVE
915,"brazil soy harvest 13 pct complete - newsletter","",0,NEUTRAL
916,"contel ctc to buy walker county telephone","",0,NEUTRAL
917,"compudyne cdc sees costs from clean-up study","",0,NEUTRAL
918,"reuters to carry seaq two-way u.k. share quotes","",0,NEUTRAL
919,"mulford says g-6 wants stability","stability",1,POSITIVE
920,"symbol technologies smbl gets contract","",0,NEUTRAL
921,"thermo process tpsi completes acqusition","",0,NEUTRAL
922,"siemens raises stake in telecom plus of u.s.","",0,NEUTRAL
923,"fruehauf posts 20.3 mln dlr 1986 loss","loss",-1,NEGATIVE
924,"michigan general mgl to sell krestmark unit","",0,NEUTRAL
925,"rabbit software rabt to merge with cti data","",0,NEUTRAL
926,"comstock group inc cstk 4th qtr loss","loss",-1,NEGATIVE
927,"time tl sinking fund debentures yield 8.84 pct","sinking",-1,NEGATIVE
928,"mitsubishi unit to supply cellular telephone systems","",0,NEUTRAL
929,"u.s. senate hits ec oils tax vows retaliation","",0,NEUTRAL
930,"healthmate inc says auditors intend to qualify its financial statements
","qualify",1,POSITIVE
931,"swedish bank u.s. firm plan u.k. stock venture","",0,NEUTRAL
932,"harsco corp hsc sets quarterly","",0,NEUTRAL
933,"milastar corp mila 3rd qtr jan 31 loss","loss",-1,NEGATIVE
934,"bdm bdm getsw army contract","",0,NEUTRAL
935,"bank of boston expects 1st qtr earnings from 90 cts to 1.00 dlrs/shr vs 79 cts
","",0,NEUTRAL
936,"bank of boston bkb sees improved 1st quarter","improved",1,POSITIVE
937,"libya reportedly bought white sugar","",0,NEUTRAL
938,"usair gets approval to buy 9309394 piedmont shares in tender
","approval",1,POSITIVE
939,"fed expected to add reserves","",0,NEUTRAL
940,"wright says house budget committee on target","",0,NEUTRAL
941,"ge ge credit sues phoenix financial phfc","sues",-1,NEGATIVE
942,"dollar/yen intervention responds to pressure","",0,NEUTRAL
943,"wall street stocks/u.s. oil companies","",0,NEUTRAL
944,"mulford says germany japan have not yet lived up to international commitments
","",0,NEUTRAL
945,"oriental federal initial offering under way","",0,NEUTRAL
946,"farmers commodities to clear futures for co-ops","clear",1,POSITIVE
947,"frank b. hall fbh debt may be cut by moody's","debt",-1,NEGATIVE
948,"norcen sees improvement in 1987 earnings","improvement",1,POSITIVE
949,"cocoa council head to present buffer compromise","",0,NEUTRAL
950,"siemens rebutts u.s. criticism on cgct offer","criticism",-1,NEGATIVE
951,"mulford disappointed in newly industrialized (nics) efforts to strengthen currencies
","disappointed",-1,NEGATIVE
952,"ford f nears gm gm in executive bonuses","bonuses",1,POSITIVE
953,"mulford says germany japan should do more","",0,NEUTRAL
954,"ec grants export licences 197000 tonnes  free market maize zero barley - paris traders
","free",1,POSITIVE
955,"pier 1 imports pir declares stock split","split",-1,NEGATIVE
956,"rcm technologies rcmt order increased","",0,NEUTRAL
957,"lancer corp lacr 4th qtr net","",0,NEUTRAL
958,"thermo process tpsi wins 1.5 mln dlr contract","wins",1,POSITIVE
959,"macneal-schwendler corp mns 4th qtr jan 31 net","",0,NEUTRAL
960,"nichols institute lab 1st qtr feb 28 net","",0,NEUTRAL
961,"first medical devices corp fmdc year loss","loss",-1,NEGATIVE
962,"first medical fmdc gets order","",0,NEUTRAL
963,"healthmate hmte expects qualified opinion","qualified",1,POSITIVE
964,"bally bly names new chief financial officer","",0,NEUTRAL
965,"brazil asks 60-day extension short-term credit","",0,NEUTRAL
966,"healthmate inc hmte 4th qtr loss","loss",-1,NEGATIVE
967,"usair u cleared to buy piedmont pie shares","cleared",1,POSITIVE
968,"fed sets two billion dlr customer repurchase fed says
","",0,NEUTRAL
969,"house of fabrics inc hf 4th qtr jan 31 net","",0,NEUTRAL
970,"german retailers expect good 1987","good",1,POSITIVE
971,"german wage round said to limit monetary options","limit",-1,NEGATIVE
972,"foreign firms hope to join japan telecom company","",0,NEUTRAL
973,"siemens raises stake in telecom plus of u.s.","",0,NEUTRAL
974,"first interstate seeks acquisition","",0,NEUTRAL
975,"atlantic research atrc wins motor contract","wins",1,POSITIVE
976,"thomas and betts tnb files patent suit","",0,NEUTRAL
977,"house of fabrics hf sees results improving","improving",1,POSITIVE
978,"u.s. senate hits ec oils tax vows retaliation","",0,NEUTRAL
979,"crop genetics initial offering underway","",0,NEUTRAL
980,"kodak ek buys stake in biotechnology company","",0,NEUTRAL
981,"avery avy 1st qtr feb 28 net","",0,NEUTRAL
982,"ford f credit unit sells new zealand dlr frns","",0,NEUTRAL
983,"ionics ion wins 20-year desalination contract","wins",1,POSITIVE
984,"fed sets two billion dlr customer repurchase","",0,NEUTRAL
985,"senate seeks u.s. probe of canadian corn levy","",0,NEUTRAL
986,"ricoh reorganizes u.s. units","",0,NEUTRAL
987,"united water uwr base ten base set venture","",0,NEUTRAL
988,"knight-ridder inc krn sets quarterly","",0,NEUTRAL
989,"technitrol inc tnl sets quarterly","",0,NEUTRAL
990,"nationwide cellular service inc ncel 4th qtr","",0,NEUTRAL
991,"a.h.a. automotive technologies corp year net","",0,NEUTRAL
992,"brazil suggests 60-day short-term credit extension","",0,NEUTRAL
993,"emhart emh wins four communications contracts","wins",1,POSITIVE
994,"fluor flr and units downgraded by s/p","",0,NEUTRAL
995,"brunswick corp bc sells notes at 8.199 pct","",0,NEUTRAL
996,"rogers rog sees 1st qtr net up significantly","",0,NEUTRAL
